schema	state_id	game	source_trace_artifact	source_trace_sha256	review_step_index	global_step_before	global_step_after	round_index	round_step_index	action_value	action_name	x_before	y_before	z_before	x_after	y_after	z_after	shape_before	color_before	rotation_before	shape_after	color_after	rotation_after	goals_completed_after	goal_count	steps_remaining_after	lives_after	transition_reason	round_completed_after_step	win_after_step	state_after_sha256
arc_agi3.ls20_source_world_model_simulation_trace_tsv.v001	ls20:full_reset:not_finished:35e4343f-b3f3-4bfa-9dd9-cd018ade915a	ls20	experiments/2026-05-06_arc_agi3_model_decision_v060_ls20_simulation_review_reset/ls20_source_simulation_trace.json	23fcb4f41cce73d2d19df671ce9f55bec5b69aee2a3f2ecf35c526f0411ed31e	98	98	99	3	1	3	ACTION3	49	5	0	44	5	0	4	2	0	4	2	0	0	1	40	3	ok	false	false	f59296de74f214502dd0891e0b30d1e9314000d902933e320ccfb95209598480
arc_agi3.ls20_source_world_model_simulation_trace_tsv.v001	ls20:full_reset:not_finished:35e4343f-b3f3-4bfa-9dd9-cd018ade915a	ls20	experiments/2026-05-06_arc_agi3_model_decision_v060_ls20_simulation_review_reset/ls20_source_simulation_trace.json	23fcb4f41cce73d2d19df671ce9f55bec5b69aee2a3f2ecf35c526f0411ed31e	99	99	100	3	2	3	ACTION3	44	5	0	39	5	0	4	2	0	4	2	0	0	1	39	3	ok	false	false	b2ed1dae0c52d7bc6dd1f5d88c4c2fcc72b77ad574543b7f34ec0cabd781e002
arc_agi3.ls20_source_world_model_simulation_trace_tsv.v001	ls20:full_reset:not_finished:35e4343f-b3f3-4bfa-9dd9-cd018ade915a	ls20	experiments/2026-05-06_arc_agi3_model_decision_v060_ls20_simulation_review_reset/ls20_source_simulation_trace.json	23fcb4f41cce73d2d19df671ce9f55bec5b69aee2a3f2ecf35c526f0411ed31e	100	100	101	3	3	2	ACTION2	39	5	0	39	10	0	4	2	0	4	2	0	0	1	38	3	ok	false	false	d4eee7e12218d66ab109e9f2990a32dfe0898fe03ba1f02d69d6f24097af2183
arc_agi3.ls20_source_world_model_simulation_trace_tsv.v001	ls20:full_reset:not_finished:35e4343f-b3f3-4bfa-9dd9-cd018ade915a	ls20	experiments/2026-05-06_arc_agi3_model_decision_v060_ls20_simulation_review_reset/ls20_source_simulation_trace.json	23fcb4f41cce73d2d19df671ce9f55bec5b69aee2a3f2ecf35c526f0411ed31e	101	101	102	3	4	3	ACTION3	39	10	0	34	10	0	4	2	0	4	2	0	0	1	37	3	ok	false	false	b155ed51ff2320ff3d9bd7ceebfac51d47567df170cd1015241bdfde608c92e4
arc_agi3.ls20_source_world_model_simulation_trace_tsv.v001	ls20:full_reset:not_finished:35e4343f-b3f3-4bfa-9dd9-cd018ade915a	ls20	experiments/2026-05-06_arc_agi3_model_decision_v060_ls20_simulation_review_reset/ls20_source_simulation_trace.json	23fcb4f41cce73d2d19df671ce9f55bec5b69aee2a3f2ecf35c526f0411ed31e	102	102	103	3	5	2	ACTION2	34	10	0	34	15	0	4	2	0	4	2	0	0	1	36	3	ok	false	false	7a694e273e3b4363859e27cab30a64dcaf133653d2a321839e9e00fabc3f0749
arc_agi3.ls20_source_world_model_simulation_trace_tsv.v001	ls20:full_reset:not_finished:35e4343f-b3f3-4bfa-9dd9-cd018ade915a	ls20	experiments/2026-05-06_arc_agi3_model_decision_v060_ls20_simulation_review_reset/ls20_source_simulation_trace.json	23fcb4f41cce73d2d19df671ce9f55bec5b69aee2a3f2ecf35c526f0411ed31e	103	103	104	3	6	2	ACTION2	34	15	0	54	20	0	4	2	0	4	2	0	0	1	35	3	ok	false	false	8b63e8dc3707e1d8d10074e79dd4f012bd051f8620e7d6777e7f97adfde695a1
arc_agi3.ls20_source_world_model_simulation_trace_tsv.v001	ls20:full_reset:not_finished:35e4343f-b3f3-4bfa-9dd9-cd018ade915a	ls20	experiments/2026-05-06_arc_agi3_model_decision_v060_ls20_simulation_review_reset/ls20_source_simulation_trace.json	23fcb4f41cce73d2d19df671ce9f55bec5b69aee2a3f2ecf35c526f0411ed31e	104	104	105	3	7	2	ACTION2	54	20	0	54	25	0	4	2	0	4	2	0	0	1	34	3	ok	false	false	34f60baf0055b5c4d2874633f02d90ca5072b651f538c0f0b662fa12d3208852
arc_agi3.ls20_source_world_model_simulation_trace_tsv.v001	ls20:full_reset:not_finished:35e4343f-b3f3-4bfa-9dd9-cd018ade915a	ls20	experiments/2026-05-06_arc_agi3_model_decision_v060_ls20_simulation_review_reset/ls20_source_simulation_trace.json	23fcb4f41cce73d2d19df671ce9f55bec5b69aee2a3f2ecf35c526f0411ed31e	105	105	106	3	8	2	ACTION2	54	25	0	54	30	0	4	2	0	4	2	0	0	1	33	3	ok	false	false	07d2bfce83cd2b6bdb37482a0d8aa164be531d7070845c95bf78a1aa437dabb3
arc_agi3.ls20_source_world_model_simulation_trace_tsv.v001	ls20:full_reset:not_finished:35e4343f-b3f3-4bfa-9dd9-cd018ade915a	ls20	experiments/2026-05-06_arc_agi3_model_decision_v060_ls20_simulation_review_reset/ls20_source_simulation_trace.json	23fcb4f41cce73d2d19df671ce9f55bec5b69aee2a3f2ecf35c526f0411ed31e	106	106	107	3	9	3	ACTION3	54	30	0	49	30	0	4	2	0	4	2	0	0	1	32	3	ok	false	false	4ec4365f95f2b57ccef00a0f800c2a2118568170dcb44fa302054524e08dace0
arc_agi3.ls20_source_world_model_simulation_trace_tsv.v001	ls20:full_reset:not_finished:35e4343f-b3f3-4bfa-9dd9-cd018ade915a	ls20	experiments/2026-05-06_arc_agi3_model_decision_v060_ls20_simulation_review_reset/ls20_source_simulation_trace.json	23fcb4f41cce73d2d19df671ce9f55bec5b69aee2a3f2ecf35c526f0411ed31e	107	107	108	3	10	3	ACTION3	49	30	0	44	30	0	4	2	0	4	2	0	0	1	31	3	ok	false	false	f970c937110eb7324c3b4de657724e22ed6202e815274457aedafbd5e0414410
arc_agi3.ls20_source_world_model_simulation_trace_tsv.v001	ls20:full_reset:not_finished:35e4343f-b3f3-4bfa-9dd9-cd018ade915a	ls20	experiments/2026-05-06_arc_agi3_model_decision_v060_ls20_simulation_review_reset/ls20_source_simulation_trace.json	23fcb4f41cce73d2d19df671ce9f55bec5b69aee2a3f2ecf35c526f0411ed31e	108	108	109	3	11	1	ACTION1	44	30	0	34	25	0	4	2	0	4	2	0	0	1	30	3	ok	false	false	ac667920d6797963f75f732f6af469d11895cd81e11941e52159433f0731fe04
arc_agi3.ls20_source_world_model_simulation_trace_tsv.v001	ls20:full_reset:not_finished:35e4343f-b3f3-4bfa-9dd9-cd018ade915a	ls20	experiments/2026-05-06_arc_agi3_model_decision_v060_ls20_simulation_review_reset/ls20_source_simulation_trace.json	23fcb4f41cce73d2d19df671ce9f55bec5b69aee2a3f2ecf35c526f0411ed31e	109	109	110	3	12	2	ACTION2	34	25	0	34	30	0	4	2	0	4	3	0	0	1	29	3	ok	false	false	f383e37b81d666d27d718714c36c576d90c86c8c6e4ed14878aa5e65ee206c52
arc_agi3.ls20_source_world_model_simulation_trace_tsv.v001	ls20:full_reset:not_finished:35e4343f-b3f3-4bfa-9dd9-cd018ade915a	ls20	experiments/2026-05-06_arc_agi3_model_decision_v060_ls20_simulation_review_reset/ls20_source_simulation_trace.json	23fcb4f41cce73d2d19df671ce9f55bec5b69aee2a3f2ecf35c526f0411ed31e	110	110	111	3	13	1	ACTION1	34	30	0	34	25	0	4	3	0	4	3	0	0	1	28	3	ok	false	false	f2f4065c223d6bfedf365e39170623044506526a5a0b492ea3deec36ded35d7e
arc_agi3.ls20_source_world_model_simulation_trace_tsv.v001	ls20:full_reset:not_finished:35e4343f-b3f3-4bfa-9dd9-cd018ade915a	ls20	experiments/2026-05-06_arc_agi3_model_decision_v060_ls20_simulation_review_reset/ls20_source_simulation_trace.json	23fcb4f41cce73d2d19df671ce9f55bec5b69aee2a3f2ecf35c526f0411ed31e	111	111	112	3	14	2	ACTION2	34	25	0	34	30	0	4	3	0	4	0	0	0	1	27	3	ok	false	false	27b65780bfde94ae24d3cc02ffae5c2ef00e4eec544b780c9289e8447c20d01e
arc_agi3.ls20_source_world_model_simulation_trace_tsv.v001	ls20:full_reset:not_finished:35e4343f-b3f3-4bfa-9dd9-cd018ade915a	ls20	experiments/2026-05-06_arc_agi3_model_decision_v060_ls20_simulation_review_reset/ls20_source_simulation_trace.json	23fcb4f41cce73d2d19df671ce9f55bec5b69aee2a3f2ecf35c526f0411ed31e	112	112	113	3	15	1	ACTION1	34	30	0	34	25	0	4	0	0	4	0	0	0	1	26	3	ok	false	false	f84156f3ed43d6ab3808e802a886f6b9f1cc368381e5d20877e655707a432b36
arc_agi3.ls20_source_world_model_simulation_trace_tsv.v001	ls20:full_reset:not_finished:35e4343f-b3f3-4bfa-9dd9-cd018ade915a	ls20	experiments/2026-05-06_arc_agi3_model_decision_v060_ls20_simulation_review_reset/ls20_source_simulation_trace.json	23fcb4f41cce73d2d19df671ce9f55bec5b69aee2a3f2ecf35c526f0411ed31e	113	113	114	3	16	2	ACTION2	34	25	0	34	30	0	4	0	0	4	1	0	0	1	25	3	ok	false	false	1a9a41ce392a9071e2f57938ae09a0a8004131faf9b93253441392cea382f698
arc_agi3.ls20_source_world_model_simulation_trace_tsv.v001	ls20:full_reset:not_finished:35e4343f-b3f3-4bfa-9dd9-cd018ade915a	ls20	experiments/2026-05-06_arc_agi3_model_decision_v060_ls20_simulation_review_reset/ls20_source_simulation_trace.json	23fcb4f41cce73d2d19df671ce9f55bec5b69aee2a3f2ecf35c526f0411ed31e	114	114	115	3	17	1	ACTION1	34	30	0	34	25	0	4	1	0	4	1	0	0	1	24	3	ok	false	false	1cc06bc7d23758fbbc5aaca0096c367783ea40d96615aab765a867a8ef2b3432
arc_agi3.ls20_source_world_model_simulation_trace_tsv.v001	ls20:full_reset:not_finished:35e4343f-b3f3-4bfa-9dd9-cd018ade915a	ls20	experiments/2026-05-06_arc_agi3_model_decision_v060_ls20_simulation_review_reset/ls20_source_simulation_trace.json	23fcb4f41cce73d2d19df671ce9f55bec5b69aee2a3f2ecf35c526f0411ed31e	115	115	116	3	18	1	ACTION1	34	25	0	54	20	0	4	1	0	4	1	0	0	1	23	3	ok	false	false	f55e2a68133c69b76eb40fac2c6bdffce6454c9986e211abd32371ee5172ed28
arc_agi3.ls20_source_world_model_simulation_trace_tsv.v001	ls20:full_reset:not_finished:35e4343f-b3f3-4bfa-9dd9-cd018ade915a	ls20	experiments/2026-05-06_arc_agi3_model_decision_v060_ls20_simulation_review_reset/ls20_source_simulation_trace.json	23fcb4f41cce73d2d19df671ce9f55bec5b69aee2a3f2ecf35c526f0411ed31e	116	116	117	3	19	3	ACTION3	54	20	0	49	20	0	4	1	0	4	1	0	0	1	22	3	ok	false	false	899c95895cafa684491390328c89d3f277444d26d0a0f1a59fc9464c44bc2071
arc_agi3.ls20_source_world_model_simulation_trace_tsv.v001	ls20:full_reset:not_finished:35e4343f-b3f3-4bfa-9dd9-cd018ade915a	ls20	experiments/2026-05-06_arc_agi3_model_decision_v060_ls20_simulation_review_reset/ls20_source_simulation_trace.json	23fcb4f41cce73d2d19df671ce9f55bec5b69aee2a3f2ecf35c526f0411ed31e	117	117	118	3	20	3	ACTION3	49	20	0	44	45	0	4	1	0	4	1	0	0	1	21	3	ok	false	false	13f23836d4239583476a861a4e7a00a1989d9458ac3f939c9a5efa86b731e2ca
arc_agi3.ls20_source_world_model_simulation_trace_tsv.v001	ls20:full_reset:not_finished:35e4343f-b3f3-4bfa-9dd9-cd018ade915a	ls20	experiments/2026-05-06_arc_agi3_model_decision_v060_ls20_simulation_review_reset/ls20_source_simulation_trace.json	23fcb4f41cce73d2d19df671ce9f55bec5b69aee2a3f2ecf35c526f0411ed31e	118	118	119	3	21	1	ACTION1	44	45	0	34	40	0	4	1	0	4	1	0	0	1	20	3	ok	false	false	0733f30ce4ca7d4c70be264f9133ed738cb76c32d26feae7be56f1b9a73fdfa9
arc_agi3.ls20_source_world_model_simulation_trace_tsv.v001	ls20:full_reset:not_finished:35e4343f-b3f3-4bfa-9dd9-cd018ade915a	ls20	experiments/2026-05-06_arc_agi3_model_decision_v060_ls20_simulation_review_reset/ls20_source_simulation_trace.json	23fcb4f41cce73d2d19df671ce9f55bec5b69aee2a3f2ecf35c526f0411ed31e	119	119	120	3	22	2	ACTION2	34	40	0	34	45	0	4	1	0	4	1	0	0	1	19	3	ok	false	false	8027e54ecf64247c9b87dbbc967b631a1436b37833109e5c9fef69b821e31c1d
arc_agi3.ls20_source_world_model_simulation_trace_tsv.v001	ls20:full_reset:not_finished:35e4343f-b3f3-4bfa-9dd9-cd018ade915a	ls20	experiments/2026-05-06_arc_agi3_model_decision_v060_ls20_simulation_review_reset/ls20_source_simulation_trace.json	23fcb4f41cce73d2d19df671ce9f55bec5b69aee2a3f2ecf35c526f0411ed31e	120	120	121	3	23	3	ACTION3	34	45	0	29	45	0	4	1	0	4	1	0	0	1	18	3	ok	false	false	1bf6a777e24c0de095958d9c85f0a69ab2f1741a90db8ac4f89f256a91d0f052
arc_agi3.ls20_source_world_model_simulation_trace_tsv.v001	ls20:full_reset:not_finished:35e4343f-b3f3-4bfa-9dd9-cd018ade915a	ls20	experiments/2026-05-06_arc_agi3_model_decision_v060_ls20_simulation_review_reset/ls20_source_simulation_trace.json	23fcb4f41cce73d2d19df671ce9f55bec5b69aee2a3f2ecf35c526f0411ed31e	121	121	122	3	24	3	ACTION3	29	45	0	24	45	0	4	1	0	4	1	0	0	1	17	3	ok	false	false	df27f323773ccb0eb9fca02dc8cd736571c12289043c566789903ce12462a6a7
arc_agi3.ls20_source_world_model_simulation_trace_tsv.v001	ls20:full_reset:not_finished:35e4343f-b3f3-4bfa-9dd9-cd018ade915a	ls20	experiments/2026-05-06_arc_agi3_model_decision_v060_ls20_simulation_review_reset/ls20_source_simulation_trace.json	23fcb4f41cce73d2d19df671ce9f55bec5b69aee2a3f2ecf35c526f0411ed31e	122	122	123	3	25	1	ACTION1	24	45	0	9	40	0	4	1	0	4	1	0	0	1	16	3	ok	false	false	0a563dcb6c50b1f238841ef36bbf81cf23b9cd52b87f66f606d768ddf567edb1
arc_agi3.ls20_source_world_model_simulation_trace_tsv.v001	ls20:full_reset:not_finished:35e4343f-b3f3-4bfa-9dd9-cd018ade915a	ls20	experiments/2026-05-06_arc_agi3_model_decision_v060_ls20_simulation_review_reset/ls20_source_simulation_trace.json	23fcb4f41cce73d2d19df671ce9f55bec5b69aee2a3f2ecf35c526f0411ed31e	123	123	124	3	26	1	ACTION1	9	40	0	24	35	0	4	1	0	4	1	0	0	1	15	3	ok	false	false	e5d0ebbceccac1b567869026b7bf2fd11a01df90648b9aac42a412af7b993509
arc_agi3.ls20_source_world_model_simulation_trace_tsv.v001	ls20:full_reset:not_finished:35e4343f-b3f3-4bfa-9dd9-cd018ade915a	ls20	experiments/2026-05-06_arc_agi3_model_decision_v060_ls20_simulation_review_reset/ls20_source_simulation_trace.json	23fcb4f41cce73d2d19df671ce9f55bec5b69aee2a3f2ecf35c526f0411ed31e	124	124	125	3	27	1	ACTION1	24	35	0	24	30	0	4	1	0	5	1	0	0	1	14	3	ok	false	false	56c9b35f886166aa2db53411d5e0c537fabcf6cab4a38946e007f9af68793a7d
arc_agi3.ls20_source_world_model_simulation_trace_tsv.v001	ls20:full_reset:not_finished:35e4343f-b3f3-4bfa-9dd9-cd018ade915a	ls20	experiments/2026-05-06_arc_agi3_model_decision_v060_ls20_simulation_review_reset/ls20_source_simulation_trace.json	23fcb4f41cce73d2d19df671ce9f55bec5b69aee2a3f2ecf35c526f0411ed31e	125	125	126	3	28	2	ACTION2	24	30	0	24	35	0	5	1	0	5	1	0	0	1	13	3	ok	false	false	303839f1d709077c412d0a83ed961fba5bd178d728192d2bc67586792baba48d
arc_agi3.ls20_source_world_model_simulation_trace_tsv.v001	ls20:full_reset:not_finished:35e4343f-b3f3-4bfa-9dd9-cd018ade915a	ls20	experiments/2026-05-06_arc_agi3_model_decision_v060_ls20_simulation_review_reset/ls20_source_simulation_trace.json	23fcb4f41cce73d2d19df671ce9f55bec5b69aee2a3f2ecf35c526f0411ed31e	126	126	127	3	29	2	ACTION2	24	35	0	9	40	0	5	1	0	5	1	0	0	1	12	3	ok	false	false	667455510683769220ea25abbd14df13732cd832f1ca2d717513d8e82008a06a
arc_agi3.ls20_source_world_model_simulation_trace_tsv.v001	ls20:full_reset:not_finished:35e4343f-b3f3-4bfa-9dd9-cd018ade915a	ls20	experiments/2026-05-06_arc_agi3_model_decision_v060_ls20_simulation_review_reset/ls20_source_simulation_trace.json	23fcb4f41cce73d2d19df671ce9f55bec5b69aee2a3f2ecf35c526f0411ed31e	127	127	128	3	30	4	ACTION4	9	40	0	14	40	0	5	1	0	5	1	0	0	1	11	3	ok	false	false	637fe732cd939d385e057e5ee767f17b7905b14dbaaed012b83aa1d0c1291c48
arc_agi3.ls20_source_world_model_simulation_trace_tsv.v001	ls20:full_reset:not_finished:35e4343f-b3f3-4bfa-9dd9-cd018ade915a	ls20	experiments/2026-05-06_arc_agi3_model_decision_v060_ls20_simulation_review_reset/ls20_source_simulation_trace.json	23fcb4f41cce73d2d19df671ce9f55bec5b69aee2a3f2ecf35c526f0411ed31e	128	128	129	3	31	1	ACTION1	14	40	0	14	35	0	5	1	0	5	1	0	0	1	10	3	ok	false	false	40391aa6309255f7024bc9dce1e40b693695772bd00faf9ea16b7d12dec36788
arc_agi3.ls20_source_world_model_simulation_trace_tsv.v001	ls20:full_reset:not_finished:35e4343f-b3f3-4bfa-9dd9-cd018ade915a	ls20	experiments/2026-05-06_arc_agi3_model_decision_v060_ls20_simulation_review_reset/ls20_source_simulation_trace.json	23fcb4f41cce73d2d19df671ce9f55bec5b69aee2a3f2ecf35c526f0411ed31e	129	129	130	3	32	1	ACTION1	14	35	0	14	30	0	5	1	0	5	1	0	0	1	9	3	ok	false	false	411f71b32a9be84622836e5b1b943fbbe0a7119a063a35167b833b20e3552746
arc_agi3.ls20_source_world_model_simulation_trace_tsv.v001	ls20:full_reset:not_finished:35e4343f-b3f3-4bfa-9dd9-cd018ade915a	ls20	experiments/2026-05-06_arc_agi3_model_decision_v060_ls20_simulation_review_reset/ls20_source_simulation_trace.json	23fcb4f41cce73d2d19df671ce9f55bec5b69aee2a3f2ecf35c526f0411ed31e	130	130	131	3	33	1	ACTION1	14	30	0	14	25	0	5	1	0	5	1	0	0	1	8	3	ok	false	false	cab3dd087aed4d184cf1e6dad536127cd8ce7f62ba854a180a96a0b89a1b7cbe
arc_agi3.ls20_source_world_model_simulation_trace_tsv.v001	ls20:full_reset:not_finished:35e4343f-b3f3-4bfa-9dd9-cd018ade915a	ls20	experiments/2026-05-06_arc_agi3_model_decision_v060_ls20_simulation_review_reset/ls20_source_simulation_trace.json	23fcb4f41cce73d2d19df671ce9f55bec5b69aee2a3f2ecf35c526f0411ed31e	131	131	132	3	34	1	ACTION1	14	25	0	14	20	0	5	1	0	5	1	0	0	1	7	3	ok	false	false	19499dd6beac2a2d71423b0fd57e6cd54c4965d69ec0cd043da74a38edf0d5c6
arc_agi3.ls20_source_world_model_simulation_trace_tsv.v001	ls20:full_reset:not_finished:35e4343f-b3f3-4bfa-9dd9-cd018ade915a	ls20	experiments/2026-05-06_arc_agi3_model_decision_v060_ls20_simulation_review_reset/ls20_source_simulation_trace.json	23fcb4f41cce73d2d19df671ce9f55bec5b69aee2a3f2ecf35c526f0411ed31e	132	132	133	3	35	4	ACTION4	14	20	0	19	20	0	5	1	0	5	1	0	0	1	6	3	ok	false	false	d0f17b28f844c4a695eb04209f7fddf71dcf9da16b87614f084467ff11b0b06b
arc_agi3.ls20_source_world_model_simulation_trace_tsv.v001	ls20:full_reset:not_finished:35e4343f-b3f3-4bfa-9dd9-cd018ade915a	ls20	experiments/2026-05-06_arc_agi3_model_decision_v060_ls20_simulation_review_reset/ls20_source_simulation_trace.json	23fcb4f41cce73d2d19df671ce9f55bec5b69aee2a3f2ecf35c526f0411ed31e	133	133	134	3	36	1	ACTION1	19	20	0	19	15	0	5	1	0	5	1	0	0	1	42	3	ok	false	false	231f303c3b06b5123a415ce53f5b400a458d679b1e7b66d03625dc93bbf54ea6
arc_agi3.ls20_source_world_model_simulation_trace_tsv.v001	ls20:full_reset:not_finished:35e4343f-b3f3-4bfa-9dd9-cd018ade915a	ls20	experiments/2026-05-06_arc_agi3_model_decision_v060_ls20_simulation_review_reset/ls20_source_simulation_trace.json	23fcb4f41cce73d2d19df671ce9f55bec5b69aee2a3f2ecf35c526f0411ed31e	134	134	135	3	37	4	ACTION4	19	15	0	24	15	0	5	1	0	5	1	0	0	1	41	3	ok	false	false	1dd97ec606ada228e26a401deada9cf7c0f187947076191dab079096edde925f
arc_agi3.ls20_source_world_model_simulation_trace_tsv.v001	ls20:full_reset:not_finished:35e4343f-b3f3-4bfa-9dd9-cd018ade915a	ls20	experiments/2026-05-06_arc_agi3_model_decision_v060_ls20_simulation_review_reset/ls20_source_simulation_trace.json	23fcb4f41cce73d2d19df671ce9f55bec5b69aee2a3f2ecf35c526f0411ed31e	135	135	136	3	38	1	ACTION1	24	15	0	24	10	0	5	1	0	5	1	0	0	1	40	3	ok	false	false	cfef19f272b349c444a3ec9534f9831b79b94e581d2151673f680eba58a2e172
arc_agi3.ls20_source_world_model_simulation_trace_tsv.v001	ls20:full_reset:not_finished:35e4343f-b3f3-4bfa-9dd9-cd018ade915a	ls20	experiments/2026-05-06_arc_agi3_model_decision_v060_ls20_simulation_review_reset/ls20_source_simulation_trace.json	23fcb4f41cce73d2d19df671ce9f55bec5b69aee2a3f2ecf35c526f0411ed31e	136	136	137	3	39	1	ACTION1	24	10	0	24	5	0	5	1	0	5	1	0	0	1	39	3	ok	false	false	529eeea7f48600ed44f7052760d71bc3d41759a1a8a42a5503ab42f014899958
arc_agi3.ls20_source_world_model_simulation_trace_tsv.v001	ls20:full_reset:not_finished:35e4343f-b3f3-4bfa-9dd9-cd018ade915a	ls20	experiments/2026-05-06_arc_agi3_model_decision_v060_ls20_simulation_review_reset/ls20_source_simulation_trace.json	23fcb4f41cce73d2d19df671ce9f55bec5b69aee2a3f2ecf35c526f0411ed31e	137	137	138	3	40	3	ACTION3	24	5	0	19	5	0	5	1	0	5	1	0	0	1	38	3	ok	false	false	bec493666105a18de8412ede0a16d081b14db0d0740faee0e6fe04e56876be60
arc_agi3.ls20_source_world_model_simulation_trace_tsv.v001	ls20:full_reset:not_finished:35e4343f-b3f3-4bfa-9dd9-cd018ade915a	ls20	experiments/2026-05-06_arc_agi3_model_decision_v060_ls20_simulation_review_reset/ls20_source_simulation_trace.json	23fcb4f41cce73d2d19df671ce9f55bec5b69aee2a3f2ecf35c526f0411ed31e	138	138	139	3	41	3	ACTION3	19	5	0	14	5	0	5	1	0	5	1	0	0	1	37	3	ok	false	false	20e3a6fe5966cb4ab75465bd5ed62b5160720e7dd32f30e10b57506659c2adee
arc_agi3.ls20_source_world_model_simulation_trace_tsv.v001	ls20:full_reset:not_finished:35e4343f-b3f3-4bfa-9dd9-cd018ade915a	ls20	experiments/2026-05-06_arc_agi3_model_decision_v060_ls20_simulation_review_reset/ls20_source_simulation_trace.json	23fcb4f41cce73d2d19df671ce9f55bec5b69aee2a3f2ecf35c526f0411ed31e	139	139	140	3	42	3	ACTION3	14	5	0	9	5	0	5	1	0	5	1	0	1	1	36	3	solved	true	false	e99a0d56a2303bf1559d89378b1350d7149b2b06bbd292b5e886737df695cf31
arc_agi3.ls20_source_world_model_simulation_trace_tsv.v001	ls20:full_reset:not_finished:35e4343f-b3f3-4bfa-9dd9-cd018ade915a	ls20	experiments/2026-05-06_arc_agi3_model_decision_v060_ls20_simulation_review_reset/ls20_source_simulation_trace.json	23fcb4f41cce73d2d19df671ce9f55bec5b69aee2a3f2ecf35c526f0411ed31e	140	140	141	4	0	1	ACTION1	49	40	0	49	35	0	4	0	0	4	0	0	0	1	40	3	ok	false	false	edddc1196f65185cf8de0d1a0790febf2c0ad05ad40afd6aa62129e43d287842
arc_agi3.ls20_source_world_model_simulation_trace_tsv.v001	ls20:full_reset:not_finished:35e4343f-b3f3-4bfa-9dd9-cd018ade915a	ls20	experiments/2026-05-06_arc_agi3_model_decision_v060_ls20_simulation_review_reset/ls20_source_simulation_trace.json	23fcb4f41cce73d2d19df671ce9f55bec5b69aee2a3f2ecf35c526f0411ed31e	141	141	142	4	1	4	ACTION4	49	35	0	54	35	0	4	0	0	4	0	0	0	1	38	3	ok	false	false	ccfae2818cee3b9b4c2153ee294933bf434661a04252ec52e8d6b45f8eadac9a
arc_agi3.ls20_source_world_model_simulation_trace_tsv.v001	ls20:full_reset:not_finished:35e4343f-b3f3-4bfa-9dd9-cd018ade915a	ls20	experiments/2026-05-06_arc_agi3_model_decision_v060_ls20_simulation_review_reset/ls20_source_simulation_trace.json	23fcb4f41cce73d2d19df671ce9f55bec5b69aee2a3f2ecf35c526f0411ed31e	142	142	143	4	2	1	ACTION1	54	35	0	44	30	0	4	0	0	4	0	0	0	1	36	3	ok	false	false	cb9614b957a8bf635fa295cba203b6049b450514c7e8c55dcf76a3960b16c3d7
arc_agi3.ls20_source_world_model_simulation_trace_tsv.v001	ls20:full_reset:not_finished:35e4343f-b3f3-4bfa-9dd9-cd018ade915a	ls20	experiments/2026-05-06_arc_agi3_model_decision_v060_ls20_simulation_review_reset/ls20_source_simulation_trace.json	23fcb4f41cce73d2d19df671ce9f55bec5b69aee2a3f2ecf35c526f0411ed31e	143	143	144	4	3	1	ACTION1	44	30	0	44	25	0	4	0	0	4	0	0	0	1	34	3	ok	false	false	42f807fc1721073e06647752cdd208f86fbb01d0bca3d4c64831ff40570f3cef
arc_agi3.ls20_source_world_model_simulation_trace_tsv.v001	ls20:full_reset:not_finished:35e4343f-b3f3-4bfa-9dd9-cd018ade915a	ls20	experiments/2026-05-06_arc_agi3_model_decision_v060_ls20_simulation_review_reset/ls20_source_simulation_trace.json	23fcb4f41cce73d2d19df671ce9f55bec5b69aee2a3f2ecf35c526f0411ed31e	144	144	145	4	4	3	ACTION3	44	25	0	39	5	0	4	0	0	4	0	0	0	1	32	3	ok	false	false	90ce2e0f7811b92495a84cd05876f2745550c0ac2b3592e6e6de59a24b3f75c1
arc_agi3.ls20_source_world_model_simulation_trace_tsv.v001	ls20:full_reset:not_finished:35e4343f-b3f3-4bfa-9dd9-cd018ade915a	ls20	experiments/2026-05-06_arc_agi3_model_decision_v060_ls20_simulation_review_reset/ls20_source_simulation_trace.json	23fcb4f41cce73d2d19df671ce9f55bec5b69aee2a3f2ecf35c526f0411ed31e	145	145	146	4	5	4	ACTION4	39	5	0	44	5	0	4	0	0	4	0	0	0	1	42	3	ok	false	false	6a29f190404aad1bc97fca45c71179be5515bdb5841bcb99de6580c4845dc7d4
arc_agi3.ls20_source_world_model_simulation_trace_tsv.v001	ls20:full_reset:not_finished:35e4343f-b3f3-4bfa-9dd9-cd018ade915a	ls20	experiments/2026-05-06_arc_agi3_model_decision_v060_ls20_simulation_review_reset/ls20_source_simulation_trace.json	23fcb4f41cce73d2d19df671ce9f55bec5b69aee2a3f2ecf35c526f0411ed31e	146	146	147	4	6	3	ACTION3	44	5	0	39	5	0	4	0	0	4	0	0	0	1	40	3	ok	false	false	9ba72db71abccf2651bc38fbf6da387e24e30cd3383622798cc24085196947a5
